dev,address,district,sale_price,description,detail,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way
Symphony Sukhumvit,"Thanon Sukhumvit, Bang Chak, Phra Khanong, Bangkok 10260",Phra Khanong,3754016.0,"Symphony Sukhumvit 62 Bang Chak is a low-rise condo for sale in Bangkok that was built in 2010.
This condominium comprises a single building having 79 apartments on 8 floors
Facilities at Symphony Sukhumvit 62 condo
Facilities at this Sukhumvit apartment building include:","elevator
parking lot
24-hours security
CCTV
swimming pool
fitness/gym",74286.0,0.0,-18.62,5.61,-1.98,1.0,1.0,51.3,8.0,1.0,2010.0,1,1,1,1,1,0,1,0,0,0,0,0,69.0,1100.0,1,0
Rhythm Ratchada,"558 Ratchadaphisek Road, Khwaeng Samsen Nok, Khet Huai Khwang",Huai Khwang,4974244.0,"Rhythm Ratchada condo for sale in Rama 9 was developed by AP Thai in 2011. AP Thai PCL is one of the leading developers in Thailand in terms of quality and location.
The condominium comprises 2 buildings, having 881 units on 37 floors.
Facilities of Rhythm Ratchada","elevator
parking
24-hours security
CCTV
swimming pool
sauna
gym
garden / BBQ
playground
kid's area
shop on-premise",112648.0,0.0,0.61,4.05,1.6,1.0,1.0,59.38,,1.0,,0,1,1,0,1,0,0,1,0,0,0,0,240.0,2400.0,1,0
Baan Saraan,"Sukhumvit 31, Khlong Tan Nuea, Vadhana, Bangkok 10110",Watthana,10104451.0,"Baan Saraan Sukhumvit 31 condo for sale in Bangkok near Sirnakharinwirot University was built in 2007.
This low-rise Bangkok condominium in Sukhumvit 31 comprises a single building having 42 apartments on 8 floors.
Facilities at Baan Saraan Sukhumvit 31 condo in Bangkok","lobby
24-hour security guard
CCTV
underground parking
outdoor swimming pool
fitness/gym room
sauna",109871.0,0.0,17.75,3.9,-2.99,1.0,1.0,145.73,8.0,1.0,2007.0,1,1,1,1,1,1,1,0,0,0,0,0,1800.0,2500.0,0,0
Royce Private Residences,"61 Soi Sukhumvit 31, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,32500000.0,3-bedroom property for SALE of 145 sq.m at Royce Private Residences in Asoke - Phrom Phong (Sukhumvit 21-47).,"This property features: Air-conditioning, Furniture, Storage room, Private garden, Balcony/terrace, Private elevator, Maid area,",215496.0,0.0,2.53,4.05,4.15,3.0,3.0,145.0,39.0,2.0,2012.0,1,1,1,1,1,0,1,1,1,0,1,1,1100.0,2100.0,0,0
Baan Sathorn,"31 Soi Ngam Duphli, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,24976809.0,"Baan Sathorn Lumpini condo for sale in Bangkok was developed in 1996.
The total number of apartments is 50 on 20 floors.",Baan Sathorn is a pet-friendly condominium,100128.0,0.0,7.16,3.2,-28.42,1.0,1.0,349.42,20.0,1.0,1994.0,1,1,1,1,1,1,1,0,0,0,0,0,850.0,1100.0,1,0
The Lanai Sathorn,"216/2 Soi Yen Akat 2, Khwaeng Chong Nonsi, Khet Yan Nawa",Yan Nawa,22770102.0,"The Lanai Sathorn condo for sale in Bangkok was built by Sansiri PCL in 2006.
This Bangkok condo for sale in Sathorn comprises 1 building, having 34 apartments on 8 floors.
Apartment types","Unit types: 2-3 bedroom
Unit sizes: 166-267 sqm",83334.0,0.0,-4.43,5.27,-7.11,1.0,1.0,316.25,8.0,1.0,2006.0,1,1,1,1,1,1,1,1,0,0,0,0,2000.0,970.0,0,1
Wish @ Siam,"692/16 ถนน บรรทัดทอง Khwaeng Thanon Phetchaburi, Khet Ratchathewi",Pathum Wan,3673697.0,"Wish @ Siam Ratchathewi is a condo for sale in Bangkok that was built in 2009.
This low-rise Bangkok condo for sale comprises two buildings of 8 floors each having 284 apartments
Apartment types","unit types: studio - 2 bedroom
unit sizes: 26 - 55 sqm",100422.0,0.0,-15.12,4.18,-12.06,1.0,1.0,45.52,8.0,2.0,2009.0,1,1,1,1,1,0,1,0,0,0,0,0,230.0,1300.0,1,0
Ashton Morph 38,"1 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,13964593.0,"Ashton Morph 38 Sukhumvit 38 condo for sale near BTS Thong Lo was built in 2012 by Ananda Development PCL
Ananda is also known behind",,213899.0,0.0,-6.96,4.35,1.44,1.0,1.0,63.31,32.0,1.0,2012.0,1,1,1,1,1,1,1,1,1,1,0,1,380.0,2100.0,1,0
The Monument Thong Lo,"994 สุขุมวิท Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,92000000.0,3-bedroom property for SALE of 252 sq.m at The Monument Thong Lo in Thonglor - Ekkamai (Sukhumvit 49-65).,"This property features: Air-conditioning, Furniture, Storage room, Top floor, High floor, Balcony/terrace, Private elevator, Maid area,",123023.0,-57.21,-53.96,11.71,27.12,3.0,3.0,252.0,45.0,1.0,2019.0,1,1,1,1,1,1,1,1,1,1,1,1,2300.0,2500.0,0,0
The Room Sukhumvit 69,"1579 Sukhumvit Road, Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,6846701.0,"The Room Sukhumvit 69 Phra Khanong is a luxury Bangkok condo for sale that was developed by Land & Houses PCL and completed in 2014.
Land & Houses is also known as the developer of",,185714.0,6.91,0.12,5.54,31.64,1.0,1.0,47.3,27.0,1.0,2014.0,1,1,1,1,1,1,1,1,0,0,0,0,190.0,1400.0,1,0
Supalai Riva Grande,"1004 Rama 3 Rd, Khwaeng Bang Phong Phang, Khet Yan Nawa",Yan Nawa,6900000.0,"Luxury condo for sale Supalai Riva Grand Rama 3 (Supalai Riva Grande) on the Chao Phraya River and Bang Krachao *Ready to move in, 28th floor, water curve view
Location : Next to Rama 3 Road, Bang Phong Phang Subdistrict, Yan Nawa District, Bangkok
Location: https://goo.gl/maps/cY1bo8Rxudc4t----
@ Sale: 6.9 million baht (good furniture and electrical appliances, ready to move in)","# details
- Room area 53 sq.m., 28th floor, Building C, room no. 1232/654
- 1 bedroom, 1 bathroom, 1 living room and 1 kitchen (closed)
- Balcony, river bend and city view The west sees the beautiful sunset in the evening.
- with electrical appliances, 2 air conditioners, water heater, refrigerator, microwave, electric stove, vacuum cleaner
smoke and washing machine
- with furniture Floating and built-in Real leather sofa, bed, wardrobe and built-in kitchen.
TV set, marble dining table + chair
- Digital Door lock
- Parking for 1 car **130% total parking space**
- Common fee 40 baht/sq.m.
# facilities
24 hours security, CCTV system / Access Card Control / Digital Door lock, Chao Phraya River swimming pool, fitness room, sauna room, Kid Room Sky Lounge, roof garden and parking area 130%
# Project highlights and nearby locations
- Condo in front of Rama 3 Road and behind the Chao Phraya River, good atmosphere, shady
- Parking 130%, more than enough, no parking problem.
- Near Central Rama 3, Tesco Lotus, Makro Int Mall, Montien Riverside Hotel near Sathupradit Expressway
*The project be completed in 2021 with 3 buildings, 36 floors, total 706 units.",112656.0,0.0,25.51,4.23,18.15,1.0,1.0,53.0,37.0,3.0,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,5900.0,3300.0,0,0
M Jatujak,"Phahonyothin Road, Khwaeng Chatuchak, Khet Chatuchak",Phaya Thai,4100000.0,,,147375.0,0.0,6.03,4.52,0.91,1.0,1.0,32.0,34.0,2.0,2018.0,1,1,1,1,1,1,1,1,1,1,0,1,460.0,1500.0,1,0
Belgravia Residences,"533-758 Sukhumvit Rd, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,51900000.0,"Rare to the market, this unique and bespoke property has been impeccably maintained by its current owners. Located in the center of Bangkok, just a few minutes’ walk from the BTS sky train, yet setback in a safe quiet and discreet location at the end of a small soi and cul-de-sac. This luxury low-rise condominium has a family orientated community and small friendly neighborhood feel, a rare commodity amongst Bangkok’s high-rise developments. This extremely well-maintained building also benefits from being pet friendly. Occupying the most desirable position in the building, this 296 sqm unit benefits from views overlooking the swimming pool and frangipani trees, making it feel like an oasis in the heart of the city. Accessible with a facial recognition system via private elevator, you enter into the foyer which has a separate access maids’ room, shoe storage and custom designed doors leading into the large open plan living/dining area and a generous sized balcony. With the option to be open or closed, the luxurious kitchen is perfect for home entertaining, equipped with top quality appliances including a Gaggenau oven, Gaggenau Combi microwave oven, Gaggenau warmer and Gaggenau 90 CM induction hob. The layout of the kitchen has been carefully thought out and designed with enhanced lighting and ample storage space for all your kitchen requirements. The large comfortable master bedroom boasts a walk-in wardrobe and En-suite with a freestanding bath. This beautifully decorated room featuring Jim Thomson wallpaper, carefully chosen to reflect the greenery surrounding this corner of the property. The beautifully presented second bedroom is a good size with its own spacious En-suite bathroom. Currently used as a study, the third bedroom with En-suite features built-in bookshelves, cabinets and wardrobes and can easily be converted back into a bedroom. The fourth bedroom has been cleverly designed to adapt to the current owners needs by building in additional storage cabinets and access to the conveniently converted laundry room. This is a very special home which is move in ready. To schedule a viewing please contact our property agent.",,168212.0,0.0,-7.22,3.5,-3.16,4.0,,296.0,7.0,2.0,2008.0,1,1,1,1,1,0,1,1,1,0,0,0,660.0,3000.0,1,0
Asoke Tower,"Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,70140000.0,"Penthouse (Penthouse) for sale, size 501 sq.m., Asoke Tower, 28th floor (top floor) Khun Kob Saowanit Nawapan, price 70,140,000 baht.
Location : Asoke Tower, Penthouse Floor, Soi Sumwit 21, Khlong Toei Subdistrict, Thawi Watthana District, Bangkok
Location: Asoke Tower, 28th floor
Location: https://goo.gl/maps/5vDseNTJB4Dpi----","*Highlights*
Penthouse room that feels like a large home in the heart of the city, high ceilings, cool atmosphere all day even without air conditioning. Located in the middle of 2 CBD (Central Business District) – Asoke and Rama 9.",81482.0,0.0,-8.83,2.72,-55.74,3.0,3.0,501.0,28.0,1.0,1986.0,1,1,1,1,1,0,1,0,0,1,1,0,380.0,1100.0,1,0
A Space Me Sukhumvit 77,"1936 On Nut Rd, Khwaeng Suan Luang, Khet Suan Luang",Suan Luang,1900000.0,"For ️ Sale/ rent A-Spece Me Onnut-Sukhumvit 77, Building B, 3rd floor, first corner room, pool view, very beautiful
Listing no: YT12-720","Size 29 sqm. 1 bed room The owner is very kind.
Discounted + fully furnished",55714.0,-2.33,-18.14,4.01,-37.79,1.0,1.0,29.0,8.0,3.0,2013.0,1,1,1,1,1,0,1,1,0,0,0,0,4800.0,6100.0,0,0
Bangkok Feliz Sukhumvit 69,"Soi Sali Nimit, Phra Khanong Nuea, Vadhana, Bangkok 10110",Khlong Toei,4800000.0,Condo for Sale/Rent at Bangkok Feliz Sukhumvit 69,Listing no: YT16-862,117840.0,0.0,19.9,4.39,13.42,1.0,1.0,42.0,8.0,1.0,2014.0,1,1,1,1,1,0,1,1,0,0,0,1,290.0,1600.0,1,0
The Line Asoke - Ratchada,"QH47+78R, Din Daeng, Bangkok 10400",Huai Khwang,6500000.0,Condo for sale The Line ----e Ratchada THB 6.5m (English version below),Listing No: YT16-1089,180368.0,0.0,-6.38,4.01,3.61,1.0,1.0,35.8,38.0,1.0,2019.0,1,1,1,1,1,1,1,1,1,1,1,1,990.0,1200.0,1,0
The Address Sukhumvit 28,"Bannasan, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,15950000.0,"Project : The Address Sukhumvit 28
Location area: Sukhumvit 28 , Sukhumvit , Khlong Tan , Khlong Toei , Bangkok 10110
GPS : https://goo.gl/maps/z1viwuNK5Ej1D----
Station : BTS-Phrom Phong
Listing ID : CX-20390
FOR SELL : 15,950,000 ฿","Property type : condo
No of floors : 31
Floor : 22
Usable area : 70.22 sqm
No. of Bedroom 2 Room
No. of Bathroom : 2 Room
Other :",224453.0,0.0,2.18,4.46,7.05,2.0,2.0,70.22,31.0,1.0,2011.0,1,1,1,1,1,1,1,1,1,0,0,1,410.0,2700.0,1,0
Magnolias Waterfront Residences,"215 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San",Khlong San,70000000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",393369.0,0.0,26.85,3.06,-4.02,3.0,3.0,174.0,70.0,2.0,2017.0,1,1,1,1,1,1,1,1,1,0,0,0,2000.0,1400.0,0,0
Magnolias Waterfront Residences,"215 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San",Khlong San,58000000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",393369.0,0.0,26.85,3.06,-4.02,3.0,3.0,144.0,70.0,2.0,2017.0,1,1,1,1,1,1,1,1,1,0,0,0,2000.0,1400.0,0,0
Nara 9 by Eastern Star,"651 Naradhiwas Rajanagarindra Rd, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,9950000.0,"Project : Nara 9
Location area: , Narathiwat , Thungmahamek , Sa Thon , Bangkok 10120
GPS : https://goo.gl/maps/PYXbLFdvkjtBo----
Station : BTS-Chong Nonsi
Listing ID : CX-05993
FOR SELL : 9,950,000 ฿","Property type : condo
No of floors : 40
Floor : 14
Usable area : 66 sqm
No. of Bedroom 2 Room
No. of Bathroom : 2 Room
Other :",164558.0,-2.68,-2.51,4.55,5.94,2.0,2.0,66.0,40.0,1.0,2016.0,1,1,1,1,1,1,1,1,1,0,0,0,750.0,1700.0,1,0
The Reserve Phahol - Pradipat,"243 Thanon Pradiphat, Khwaeng Samsen Nai, Khet Phaya Thai",Phaya Thai,7200000.0,"Project : The Reserve Phahol - Pradipat
Location area: , Pradipat , Sam Sen Nai , Phaya Thai , Bangkok 10400
GPS : https://goo.gl/maps/CGQDnKxrd93n4----
Station : BTS-Saphan Khwai
Listing ID : CX-52840
FOR SELL : 7,200,000 ฿","Property type : condo
No of floors : 25
Floor : 12A
Usable area : 45 sqm
No. of Bedroom 2 Room
No. of Bathroom : 1 Room
Other :",159644.0,0.0,-15.81,4.03,2.49,2.0,1.0,45.0,29.0,1.0,2019.0,1,1,1,1,1,1,1,1,0,0,0,0,520.0,1600.0,1,0
Rhythm Asoke,"299 Rhythm Asoke1 Dindaeng Rd, Khwaeng Makkasan, Khet Ratchathewi",Huai Khwang,5700000.0,"Project : RHYTHM Asoke
Location area: , Din Daeng , Makkasan , Rat Thewi , Bangkok 10400
GPS : https://goo.gl/maps/1QM4oNMo1JTT6----
Station : MRT-Phra Ram 9
Listing ID : CX-05779
FOR SELL : 5,700,000 ฿","Property type : condo
No of floors : 37
Floor : 10
Usable area : 41.5 sqm
No. of Bedroom 2 Room
No. of Bathroom : 1 Room
Other :",149723.0,0.0,-11.0,4.78,-1.32,2.0,1.0,41.5,37.0,1.0,2016.0,1,1,1,1,1,1,1,1,0,0,0,0,830.0,150.0,1,1
Ideo Mobi Asoke,"19 Phetchaburi Rd, Khwaeng Bang Kapi, Khet Huai Khwang",Watthana,6816000.0,"PropertyScout ID 786096
Check all listing details on our website https://propertyscout.co.th/en/78----","Modern 1-bedroom 1-bathroom Condo unit, sized 34.5 sqm on the 20th Floor with
Breathtaking Views at Ideo Mobi Asok by MRT Phetchaburi",195377.0,0.0,0.53,3.61,2.26,1.0,1.0,34.5,37.0,1.0,2018.0,1,1,1,1,1,1,1,1,1,1,1,1,480.0,1100.0,1,0
Park Origin Phromphong,"70 อาคาร 4 Sukhumvit 24 Alley, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,10829700.0,"PropertyScout ID 882720
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 2 bedrooms, 1 bathroom condo for sale with a floorsize of 52
squaremeters, located on the 20th floor of the Park 24 building, in the popular
Khlong Toei district near BTS Phrom Phong. Please contact us to schedule a
viewing.",241210.0,9.25,4.46,4.55,20.11,2.0,1.0,52.0,51.0,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,1400.0,2200.0,0,0
185 Rajadamri,"185/4-36 Ratchadamri Rd, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,59000000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",405031.0,0.0,5.51,2.87,-0.21,2.0,2.0,163.0,35.0,2.0,2013.0,1,1,1,1,1,1,1,1,1,0,0,0,470.0,2200.0,1,0
Supalai Premier Place Asoke,"177/7 สุขุมวิท Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,8240000.0,"PropertyScout ID 924801
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 2-bedroom 2-bathroom Penthouse unit, sized 79.45 sqm on the 30th Floor
with Breathtaking Views at Supalai Premier Place Asok by MRT Phetchaburi",99812.0,0.0,-12.56,4.45,1.09,2.0,2.0,79.45,30.0,1.0,2006.0,1,1,1,1,1,1,1,1,0,0,0,0,1600.0,2300.0,0,0
Urbana Sathorn,"Thanon Sathon Tai, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,9800000.0,"Project : Urbana Sathorn
Location area: , South Sathorn , Thungmahamek , Sa Thon , Bangkok 10120
GPS : https://goo.gl/maps/mEAxcapFB7q2T----
Station : BTS-Chong Nonsi
Listing ID : CX-53157
FOR SELL : 9,800,000 ฿","Property type : condo
No of floors : 37
Floor : 20
Usable area : 70 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other :",154382.0,0.0,18.55,3.9,2.87,1.0,1.0,70.0,35.0,1.0,2006.0,1,1,1,1,1,1,1,1,1,1,1,1,840.0,1900.0,1,0
Life @ Sukhumvit 65,"1441/7 Thanon Sukhum Vit, Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,4500000.0,"Project : Life @ Sukhumvit 65
Location area: , Sukhumvit , Phra Khanong Nuea , Watthana , Bangkok 10110
GPS : https://goo.gl/maps/DzCtsXmM6qDF2----
Station : BTS-Ekkamai
Listing ID : CX-05795
FOR SELL : 4,500,000 ฿","Property type : condo
No of floors : 26
Floor : 17
Usable area : 40.97 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other : รวมคอม โอนคนละครึ่ง",116761.0,0.0,6.35,4.96,11.29,1.0,1.0,40.97,26.0,1.0,,1,1,1,1,1,1,1,1,1,0,0,1,320.0,1900.0,1,0
Q 1 Sukhumvit,"Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,156000000.0,"PropertyScout ID 868792
Check all listing details on our website https://propertyscout.co.th/en/86----","Modern 4-bedroom 5-bathroom Condo unit, sized 343 sqm on the 39th Floor with
Breathtaking Views at Q1 Sukhumvit Condo by Q House by BTS Nana",395041.0,0.0,36.27,3.46,8.16,4.0,5.0,343.0,42.0,1.0,,1,1,1,1,1,1,1,1,0,0,0,0,12.0,680.0,1,1
The Residences at Sindhorn Kempinski Hotel Bangkok,"Unnamed Road Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,117600000.0,"PropertyScout ID 793550
Check all listing details on our website https://propertyscout.co.th/en/79----","Modern 4-bedroom 5-bathroom Condo unit, sized 336 sqm on the 32nd Floor with
Breathtaking Views at The Residences at Sindhorn Kempinski Hotel Bangkok by BTS
Ratchadamri",289273.0,0.0,6.95,4.87,8.9,4.0,5.0,336.0,33.0,1.0,,1,1,1,1,1,1,1,1,0,0,0,0,1100.0,2100.0,0,0
Sukhumvit Suite,"21 Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,10500000.0,"PropertyScout ID 890047
Check all listing details on our website https://propertyscout.co.th/en/89----","Fully furnished 2 bedrooms, 2 bathrooms condo for sale with a floorsize of 120
squaremeters, located on the 43rd floor of the Sukhumvit Suite building, in the
popular Watthana district near BTS Nana. Please contact us to schedule a
viewing.",72194.0,0.0,-7.97,4.69,-16.32,2.0,2.0,120.0,44.0,1.0,1994.0,1,1,1,1,1,1,1,0,0,1,1,1,610.0,1300.0,1,0
U Delight @Talat Phlu Station,"18/98 Thanon Ratchadaphisek, Khwaeng Bukkhalo, Khet Thon Buri",Thon Buri,2750000.0,"Project : U Delight @ Talat phlu Station
Location area: , Ratchadaphisek , Dao Khanong , Thon Buri , Bangkok
GPS : https://goo.gl/maps/FXYd1pPooFsAF----
Station : BTS-Talat Phlu
Listing ID : CX-32950
FOR SELL : 2,750,000 ฿","Property type : condo
No of floors : 34
Floor : 24
Usable area : 30 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other :",92561.0,0.0,-6.56,4.28,-6.52,1.0,1.0,30.0,34.0,2.0,2017.0,1,1,1,1,1,1,1,1,0,1,1,1,710.0,5400.0,1,0
Noble Solo,"962 Thong Lo 25 Alley, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,7500000.0,"Project : Noble Solo
Location area: , Sukhumvit , Khlong Tan Nuea , Watthana , Bangkok 10110
GPS : https://goo.gl/maps/hjDua6hdgpkrr----
Station : BTS-Thong Lo
Listing ID : CX-05807
FOR SELL : 7,500,000 ฿","Property type : condo
No of floors : 24
Floor : 6
Usable area : 53 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other :",127281.0,0.0,-8.48,4.9,-1.33,1.0,1.0,53.0,24.0,1.0,2009.0,1,1,1,1,1,1,1,1,1,1,1,0,2100.0,2600.0,0,0
Aspire Sukhumvit 48,"Soi Piya Watchara, Phra Khanong, Khlong Toei, Bangkok 10110",Khlong Toei,3200000.0,"PropertyScout ID 939778
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 1-bedroom 1-bathroom Condo unit, sized 38 sqm on the 12Ath Floor with
Breathtaking Views at Aspire Sukhumvit 48 by BTS Phra Khanong.",97051.0,0.0,-7.54,5.48,8.58,1.0,1.0,38.0,25.0,2.0,2014.0,1,1,1,1,1,0,1,0,0,0,0,1,880.0,1700.0,1,0
